	Study name	Outcome	PERSON	Sample size        	Correlation	Cor.Joe	Fisher's Z	Z.Joe	Std Err	Std.Err.Joe	t	df	p	Full Reference	Long Dup	raw r?	Study	SEX	Best?	Best.Joe	AGE	East/West	setting2	Setting	1st	2nd	3rd	4th	aveORonlyR	aveDVs	Country	Concern	Test	p-value	
357	SSHipABmL	AggBeh	.	387	0.137		0.137866901		5.10E-02					"Suzuki, K., Sado, M., Horiuchi, Y., & Hasegawa, M., Sakamoto, A. (in press) Chugakusei no terebigeemu shiyou to kougekisei: Bouryoku byousha sicho no eikyou oyobi ninchitekijukuryosei niyoru chouseikouka no kentou [Does video game use grow aggression?: Effects of frequent viewing of violent depictions and moderating role of cognitive reflection on junior high school students]. Journal of Digital Games Research. (in Japanese)."	LS	y	1	M	y		Child	East	Long	Long	0.23	0.04	.	.	0.137	"Vsc,Vs*Wtime"	Japan				
366	SSI04ABfL	AggBeh	.	302	0.13		0.13073985		0.057831493					"Shibuya, A., Sakamoto, A., Ihori, N., Yukawa, S. (2004). Media bouryoku heno sesshoku, sesshoku kankyo ga kougekisei ni oyobosu choukiteki eikyou: Shougakusei heno paneru chosa [The long-term effects of media violence and its situational variables on aggression: A panel study to elementary school children]. Proceeding of the 45th convention of the Japanese Society of Social Psychology, pp. 248-249."	LS	y	1	F	y		Child	East	Long	Long					0.13		Japan				
369	SSI04ABmL	AggBeh	.	289	0.137		0.137866901		5.91E-02					"Shibuya, A., Sakamoto, A., Ihori, N., Yukawa, S. (2004). Media bouryoku heno sesshoku, sesshoku kankyo ga kougekisei ni oyobosu choukiteki eikyou: Shougakusei heno paneru chosa [The long-term effects of media violence and its situational variables on aggression: A panel study to elementary school children]. Proceeding of the 45th convention of the Japanese Society of Social Psychology, pp. 248-249."	LS	y	1	M	y		Child	East	Long	Long					0.137		Japan				
398	SYS02AB2Lb	AggBeh	.	780	0.142		0.142966145		3.59E-02					"Sakamoto, A., Yukawa, S., Shibuya, A., & Ihori, N. (2002) Seishounen to housou ni kansuru chousa kenkyu: Terebi to terebigemu niokeru bouryoku ga seishounen no kougekisei ni oyobosu eikyou wo chuushin toshite[A survey report about the youth and broadcasting: The influence of television and videogame violence on aggression] (Unpublished)."	L	y	2	MF	y		Child	East	Long	Long	0.181	0.102	.	.	0.142	"BP,30"	Japan				
459	YS01ABLb	AggBeh	.	1050	0.194		0.196490276		3.09E-02					"Yukawa, S., & Sakamoto, A. (2001). Terebi oyobi terebigemu niokeru bouryoku ga seishounen no kougekisei ni oyobosu eikyo: chugakusei oyobi koukousei wo taisho toshita juudan deta no bunseki [The effects of television and videogame violence on aggression of youth: A longitudinal study of junior high school and high school students]. Proceeding of the 42nd convention of the Japanese Society of Social Psychology, pp. 502-503."	L	y	1	MF	y		Child	East	Long	Long	0.153	0.234	.	.	0.194	"BP,30"	Japan				
323	NKS99ACL	AggCog	.	181	0.089		8.92E-02		7.50E-02					"Naito, M., Kobayashi, K., & Sakamoto, A. (1999). Terebigemu no shiyou to kougekisei no ingakankei no kentou (3): chugakusei ni taisuru paneru kenkyu [Testing a causal relationship between video game use and aggression: A panel study on junior high school students]. Proceeding of the 40th convention of the Japanese Society of Social Psychology, pp. 288-289."	L	y	1	MF	y		Child	East	Long	Long	.	.	.	.	0.089	.	Japan				
372	SSI04ACfL	AggCog	.	302	0.069		6.91E-02		0.057831493					"Shibuya, A., Sakamoto, A., Ihori, N., Yukawa, S. (2004). Media bouryoku heno sesshoku, sesshoku kankyo ga kougekisei ni oyobosu choukiteki eikyou: Shougakusei heno paneru chosa [The long-term effects of media violence and its situational variables on aggression: A panel study to elementary school children]. Proceeding of the 45th convention of the Japanese Society of Social Psychology, pp. 248-249."	LS	y	1	F	y		Child	East	Long	Long					0.069		Japan				
375	SSI04ACmL	AggCog	.	289	0.155		0.156259498		5.91E-02					"Shibuya, A., Sakamoto, A., Ihori, N., Yukawa, S. (2004). Media bouryoku heno sesshoku, sesshoku kankyo ga kougekisei ni oyobosu choukiteki eikyou: Shougakusei heno paneru chosa [The long-term effects of media violence and its situational variables on aggression: A panel study to elementary school children]. Proceeding of the 45th convention of the Japanese Society of Social Psychology, pp. 248-249."	LS	y	1	M	y		Child	East	Long	Long					0.155		Japan				
403	SYS02AC2Lb	AggCog	.	780	0.083		8.32E-02		3.59E-02					"Sakamoto, A., Yukawa, S., Shibuya, A., & Ihori, N. (2002) Seishounen to housou ni kansuru chousa kenkyu: Terebi to terebigemu niokeru bouryoku ga seishounen no kougekisei ni oyobosu eikyou wo chuushin toshite[A survey report about the youth and broadcasting: The influence of television and videogame violence on aggression] (Unpublished)."	L	y	2	MF	y		Child	East	Long	Long	0.092	0.074	.	.	0.083	"BP,30"	Japan				
464	YS01ACLb	AggCog	.	1050	0.068		6.81E-02		3.09E-02					"Yukawa, S., & Sakamoto, A. (2001). Terebi oyobi terebigemu niokeru bouryoku ga seishounen no kougekisei ni oyobosu eikyo: chugakusei oyobi koukousei wo taisho toshita juudan deta no bunseki [The effects of television and videogame violence on aggression of youth: A longitudinal study of junior high school and high school students]. Proceeding of the 42nd convention of the Japanese Society of Social Psychology, pp. 502-503."	L	y	1	MF	y		Child	East	Long	Long	0.07	0.066	.	.	0.068	"BP,30"	Japan				
378	SSI04EfL	Empathy	.	302	0.014		1.40E-02		0.057831493					"Shibuya, A., Sakamoto, A., Ihori, N., Yukawa, S. (2004). Media bouryoku heno sesshoku, sesshoku kankyo ga kougekisei ni oyobosu choukiteki eikyou: Shougakusei heno paneru chosa [The long-term effects of media violence and its situational variables on aggression: A panel study to elementary school children]. Proceeding of the 45th convention of the Japanese Society of Social Psychology, pp. 248-249."	LS	y	1	F	y		Child	East	Long	Long	.	.	.	.	0.014		Japan				
381	SSI04EmL	Empathy	.	289	-0.031		-3.10E-02		5.91E-02					"Shibuya, A., Sakamoto, A., Ihori, N., Yukawa, S. (2004). Media bouryoku heno sesshoku, sesshoku kankyo ga kougekisei ni oyobosu choukiteki eikyou: Shougakusei heno paneru chosa [The long-term effects of media violence and its situational variables on aggression: A panel study to elementary school children]. Proceeding of the 45th convention of the Japanese Society of Social Psychology, pp. 248-249."	LS	y	1	M	y		Child	East	Long	Long	.	.	.	.	-0.031		Japan				
408	SYS02EM1Lb	Empathy	.	1050	-0.238		-0.242652949		3.09E-02					"Sakamoto, A., Yukawa, S., Shibuya, A., & Ihori, N. (2002) Seishounen to housou ni kansuru chousa kenkyu: Terebi to terebigemu niokeru bouryoku ga seishounen no kougekisei ni oyobosu eikyou wo chuushin toshite[A survey report about the youth and broadcasting: The influence of television and videogame violence on aggression] (Unpublished)."	L	y	1	MF	y		Child	East	Long	Long	.	.	.	.	-0.238	.	Japan				
413	SYS02EM2Lb	Empathy	.	780	-0.24		-0.244774113		3.59E-02					"Sakamoto, A., Yukawa, S., Shibuya, A., & Ihori, N. (2002) Seishounen to housou ni kansuru chousa kenkyu: Terebi to terebigemu niokeru bouryoku ga seishounen no kougekisei ni oyobosu eikyou wo chuushin toshite[A survey report about the youth and broadcasting: The influence of television and videogame violence on aggression] (Unpublished)."	L	y	2	MF	y		Child	East	Long	Long	-0.2539	-0.225	.	.	-0.24	"Vsc,Vs*Wtime"	Japan				
246	ISS03PBLb	ProsBeh	.	780	-0.09		-9.02E-02		3.59E-02					"Ihori, N., Sakamoto, A., Shibuya, A. & Yukawa, S. (2003) Shiin betsu no terebigemu sesshoku niyoru kodomo heno eikyou: Shogakusei wo taisho nishita paneru kenkyu [Effects of violent and prosocial scenes of video games on children: A panel study on elementary school children]. Proceedings of the Fall Conference of Japan Association of Simulation and Gaming. pp.30-33."	L	y	1	MF	y		Child	East	Long	Long	-0.0372	-0.143	.	.	-0.09	"Vsc,Vs*Wtime"	Japan				
384	SSI04PBfL	ProsBeh	.	302	-0.091		-0.091252446		0.057831493					"Shibuya, A., Sakamoto, A., Ihori, N., Yukawa, S. (2004). Media bouryoku heno sesshoku, sesshoku kankyo ga kougekisei ni oyobosu choukiteki eikyou: Shougakusei heno paneru chosa [The long-term effects of media violence and its situational variables on aggression: A panel study to elementary school children]. Proceeding of the 45th convention of the Japanese Society of Social Psychology, pp. 248-249."	LS	y	1	F	y		Child	East	Long	Long					-0.091		Japan				
387	SSI04PBmL	ProsBeh	.	289	-0.055		-0.055055559		5.91E-02					"Shibuya, A., Sakamoto, A., Ihori, N., Yukawa, S. (2004). Media bouryoku heno sesshoku, sesshoku kankyo ga kougekisei ni oyobosu choukiteki eikyou: Shougakusei heno paneru chosa [The long-term effects of media violence and its situational variables on aggression: A panel study to elementary school children]. Proceeding of the 45th convention of the Japanese Society of Social Psychology, pp. 248-249."	LS	y	1	M	y		Child	East	Long	Long					-0.055		Japan				
469	YS01PBLb	ProsBeh	.	1050	-0.089		-8.92E-02		3.09E-02					"Yukawa, S., & Sakamoto, A. (2001). Terebi oyobi terebigemu niokeru bouryoku ga seishounen no kougekisei ni oyobosu eikyo: chugakusei oyobi koukousei wo taisho toshita juudan deta no bunseki [The effects of television and videogame violence on aggression of youth: A longitudinal study of junior high school and high school students]. Proceeding of the 42nd convention of the Japanese Society of Social Psychology, pp. 502-503."	L	y	1	MF	y		Child	East	Long	Long	.	.	.	.	-0.089	.	Japan				
314	NKS99AAPL	AggAff	.	181	0.0167		1.67E-02		7.50E-02					"Naito, M., Kobayashi, K., & Sakamoto, A. (1999). Terebigemu no shiyou to kougekisei no ingakankei no kentou (3): chugakusei ni taisuru paneru kenkyu [Testing a causal relationship between video game use and aggression: A panel study on junior high school students]. Proceeding of the 40th convention of the Japanese Society of Social Psychology, pp. 288-289."	LT1	n	1	MF	y		Child	East	LongP	LongP	.	.	.	.	0.0167	.	Japan				
394	SYS02AA2PLb	AggAff	.	780	0.019		1.90E-02		3.59E-02					"Sakamoto, A., Yukawa, S., Shibuya, A., & Ihori, N. (2002) Seishounen to housou ni kansuru chousa kenkyu: Terebi to terebigemu niokeru bouryoku ga seishounen no kougekisei ni oyobosu eikyou wo chuushin toshite[A survey report about the youth and broadcasting: The influence of television and videogame violence on aggression] (Unpublished)."	LT1	n	2	MF	y		Child	East	LongP	LongP	0	0.038	.	.	0.019	"BP,30"	Japan				
455	YS01AAPLb	AggAff	.	1050	0.012		1.20E-02		3.09E-02					"Yukawa, S., & Sakamoto, A. (2001). Terebi oyobi terebigemu niokeru bouryoku ga seishounen no kougekisei ni oyobosu eikyo: chugakusei oyobi koukousei wo taisho toshita juudan deta no bunseki [The effects of television and videogame violence on aggression of youth: A longitudinal study of junior high school and high school students]. Proceeding of the 42nd convention of the Japanese Society of Social Psychology, pp. 502-503."	LT1	n	1	MF	y		Child	East	LongP	LongP	-0.014	0.038	.	.	0.012	"BP,30"	Japan				
319	NKS99ABPL	AggBeh	.	181	0.1901		0.192440916		7.50E-02					"Naito, M., Kobayashi, K., & Sakamoto, A. (1999). Terebigemu no shiyou to kougekisei no ingakankei no kentou (3): chugakusei ni taisuru paneru kenkyu [Testing a causal relationship between video game use and aggression: A panel study on junior high school students]. Proceeding of the 40th convention of the Japanese Society of Social Psychology, pp. 288-289."	LT1	n	1	MF	y		Child	East	LongP	LongP	.	.	.	.	0.1901	.	Japan				
399	SYS02AB2PLb	AggBeh	.	780	0.045		4.50E-02		3.59E-02					"Sakamoto, A., Yukawa, S., Shibuya, A., & Ihori, N. (2002) Seishounen to housou ni kansuru chousa kenkyu: Terebi to terebigemu niokeru bouryoku ga seishounen no kougekisei ni oyobosu eikyou wo chuushin toshite[A survey report about the youth and broadcasting: The influence of television and videogame violence on aggression] (Unpublished)."	LT1	n	2	MF	y		Child	East	LongP	LongP	0.038	0.052	.	.	0.045	"BP,30"	Japan				
460	YS01ABPLb	AggBeh	.	1050	0.102		0.102355961		3.09E-02					"Yukawa, S., & Sakamoto, A. (2001). Terebi oyobi terebigemu niokeru bouryoku ga seishounen no kougekisei ni oyobosu eikyo: chugakusei oyobi koukousei wo taisho toshita juudan deta no bunseki [The effects of television and videogame violence on aggression of youth: A longitudinal study of junior high school and high school students]. Proceeding of the 42nd convention of the Japanese Society of Social Psychology, pp. 502-503."	LT1	n	1	MF	y		Child	East	LongP	LongP	0.07	0.134	.	.	0.102	"BP,30"	Japan				
324	NKS99ACPL	AggCog	.	181	0.0449		4.49E-02		7.50E-02					"Naito, M., Kobayashi, K., & Sakamoto, A. (1999). Terebigemu no shiyou to kougekisei no ingakankei no kentou (3): chugakusei ni taisuru paneru kenkyu [Testing a causal relationship between video game use and aggression: A panel study on junior high school students]. Proceeding of the 40th convention of the Japanese Society of Social Psychology, pp. 288-289."	LT1	n	1	MF	y		Child	East	LongP	LongP	.	.	.	.	0.0449	.	Japan				
404	SYS02AC2PLb	AggCog	.	780	0.043		4.30E-02		3.59E-02					"Sakamoto, A., Yukawa, S., Shibuya, A., & Ihori, N. (2002) Seishounen to housou ni kansuru chousa kenkyu: Terebi to terebigemu niokeru bouryoku ga seishounen no kougekisei ni oyobosu eikyou wo chuushin toshite[A survey report about the youth and broadcasting: The influence of television and videogame violence on aggression] (Unpublished)."	LT1	n	2	MF	y		Child	East	LongP	LongP	0.029	0.056	.	.	0.043	"BP,30"	Japan				
465	YS01ACPLb	AggCog	.	1050	0.051		5.10E-02		3.09E-02					"Yukawa, S., & Sakamoto, A. (2001). Terebi oyobi terebigemu niokeru bouryoku ga seishounen no kougekisei ni oyobosu eikyo: chugakusei oyobi koukousei wo taisho toshita juudan deta no bunseki [The effects of television and videogame violence on aggression of youth: A longitudinal study of junior high school and high school students]. Proceeding of the 42nd convention of the Japanese Society of Social Psychology, pp. 502-503."	LT1	n	1	MF	y		Child	East	LongP	LongP	0.032	0.07	.	.	0.051	"BP,30"	Japan				
409	SYS02EM1PLb	Empathy	.	1050	-0.156		-0.157284277		3.09E-02					"Sakamoto, A., Yukawa, S., Shibuya, A., & Ihori, N. (2002) Seishounen to housou ni kansuru chousa kenkyu: Terebi to terebigemu niokeru bouryoku ga seishounen no kougekisei ni oyobosu eikyou wo chuushin toshite[A survey report about the youth and broadcasting: The influence of television and videogame violence on aggression] (Unpublished)."	LT1	n	1	MF	y		Child	East	LongP	LongP	.	.	.	.	-0.156	.	Japan				
414	SYS02EM2PLb	Empathy	.	780	-0.118		-0.118552299		3.59E-02					"Sakamoto, A., Yukawa, S., Shibuya, A., & Ihori, N. (2002) Seishounen to housou ni kansuru chousa kenkyu: Terebi to terebigemu niokeru bouryoku ga seishounen no kougekisei ni oyobosu eikyou wo chuushin toshite[A survey report about the youth and broadcasting: The influence of television and videogame violence on aggression] (Unpublished)."	LT1	n	2	MF	y		Child	East	LongP	LongP	-0.1316	-0.1051	.	.	-0.1184	"Vsc,Vs*Wtime"	Japan				
247	ISS03PBPLb	ProsBeh	.	780	-0.058		-5.81E-02		3.59E-02					"Ihori, N., Sakamoto, A., Shibuya, A. & Yukawa, S. (2003) Shiin betsu no terebigemu sesshoku niyoru kodomo heno eikyou: Shogakusei wo taisho nishita paneru kenkyu [Effects of violent and prosocial scenes of video games on children: A panel study on elementary school children]. Proceedings of the Fall Conference of Japan Association of Simulation and Gaming. pp.30-33."	LT1	n	1	MF	y		Child	East	LongP	LongP	-0.0194	-0.0956	.	.	-0.058	"Vsc,Vs*Wtime"	Japan				
470	YS01PBPLb	ProsBeh	.	1050	-0.076		-7.61E-02		3.09E-02					"Yukawa, S., & Sakamoto, A. (2001). Terebi oyobi terebigemu niokeru bouryoku ga seishounen no kougekisei ni oyobosu eikyo: chugakusei oyobi koukousei wo taisho toshita juudan deta no bunseki [The effects of television and videogame violence on aggression of youth: A longitudinal study of junior high school and high school students]. Proceeding of the 42nd convention of the Japanese Society of Social Psychology, pp. 502-503."	LT1	n	1	MF	y		Child	East	LongP	LongP	.	.	.	.	-0.076	.	Japan				
315	NKS99AAPLs	AggAff	.	181	0.0397		3.97E-02		7.50E-02					"Naito, M., Kobayashi, K., & Sakamoto, A. (1999). Terebigemu no shiyou to kougekisei no ingakankei no kentou (3): chugakusei ni taisuru paneru kenkyu [Testing a causal relationship between video game use and aggression: A panel study on junior high school students]. Proceeding of the 40th convention of the Japanese Society of Social Psychology, pp. 288-289."	LT1s	n	1	MF	y		Child	East	LongPs	LongPs	.	.	.	.	0.0397	.	Japan				
361	SSI04AAfPL	AggAff	.	302	-0.013		-1.30E-02		0.057831493					"Shibuya, A., Sakamoto, A., Ihori, N., Yukawa, S. (2004). Media bouryoku heno sesshoku, sesshoku kankyo ga kougekisei ni oyobosu choukiteki eikyou: Shougakusei heno paneru chosa [The long-term effects of media violence and its situational variables on aggression: A panel study to elementary school children]. Proceeding of the 45th convention of the Japanese Society of Social Psychology, pp. 248-249."	LT1s	n	1	F	y		Child	East	LongPs	LongPs					-0.013		Japan				
364	SSI04AAmPL	AggAff	.	289	0.204		0.20690272		5.91E-02					"Shibuya, A., Sakamoto, A., Ihori, N., Yukawa, S. (2004). Media bouryoku heno sesshoku, sesshoku kankyo ga kougekisei ni oyobosu choukiteki eikyou: Shougakusei heno paneru chosa [The long-term effects of media violence and its situational variables on aggression: A panel study to elementary school children]. Proceeding of the 45th convention of the Japanese Society of Social Psychology, pp. 248-249."	LT1s	n	1	M	y		Child	East	LongPs	LongPs					0.204		Japan				
395	SYS02AA2PLbs	AggAff	.	780	0.035		3.50E-02		3.59E-02					"Sakamoto, A., Yukawa, S., Shibuya, A., & Ihori, N. (2002) Seishounen to housou ni kansuru chousa kenkyu: Terebi to terebigemu niokeru bouryoku ga seishounen no kougekisei ni oyobosu eikyou wo chuushin toshite[A survey report about the youth and broadcasting: The influence of television and videogame violence on aggression] (Unpublished)."	LT1s	n	2	MF	y		Child	East	LongPs	LongPs	0.016	0.053	.	.	0.035	"BP,30"	Japan				
456	YS01AAPLbs	AggAff	.	1050	0.01		1.00E-02		3.09E-02					"Yukawa, S., & Sakamoto, A. (2001). Terebi oyobi terebigemu niokeru bouryoku ga seishounen no kougekisei ni oyobosu eikyo: chugakusei oyobi koukousei wo taisho toshita juudan deta no bunseki [The effects of television and videogame violence on aggression of youth: A longitudinal study of junior high school and high school students]. Proceeding of the 42nd convention of the Japanese Society of Social Psychology, pp. 502-503."	LT1s	n	1	MF	y		Child	East	LongPs	LongPs	-0.025	0.045	.	.	0.01	"BP,30"	Japan				
320	NKS99ABPLs	AggBeh	.	181	0.1647		0.16621394		7.50E-02					"Naito, M., Kobayashi, K., & Sakamoto, A. (1999). Terebigemu no shiyou to kougekisei no ingakankei no kentou (3): chugakusei ni taisuru paneru kenkyu [Testing a causal relationship between video game use and aggression: A panel study on junior high school students]. Proceeding of the 40th convention of the Japanese Society of Social Psychology, pp. 288-289."	LT1s	n	1	MF	y		Child	East	LongPs	LongPs	.	.	.	.	0.1647	.	Japan				
355	SSHipABfPL	AggBeh	.	403	0.052		5.20E-02		0.05					"Suzuki, K., Sado, M., Horiuchi, Y., & Hasegawa, M., Sakamoto, A. (in press) Chugakusei no terebigeemu shiyou to kougekisei: Bouryoku byousha sicho no eikyou oyobi ninchitekijukuryosei niyoru chouseikouka no kentou [Does video game use grow aggression?: Effects of frequent viewing of violent depictions and moderating role of cognitive reflection on junior high school students]. Journal of Digital Games Research. (in Japanese)."	LT1s	n	1	F	y		Child	East	LongPs	LongPs	0.13	0.18	.	.	0.155	"Vsc,Vs*Wtime"	Japan				
358	SSHipABmPL	AggBeh	.	387	0.018		0.018001944		5.10E-02					"Suzuki, K., Sado, M., Horiuchi, Y., & Hasegawa, M., Sakamoto, A. (in press) Chugakusei no terebigeemu shiyou to kougekisei: Bouryoku byousha sicho no eikyou oyobi ninchitekijukuryosei niyoru chouseikouka no kentou [Does video game use grow aggression?: Effects of frequent viewing of violent depictions and moderating role of cognitive reflection on junior high school students]. Journal of Digital Games Research. (in Japanese)."	LT1s	n	1	M	y		Child	East	LongPs	LongPs	0.23	0.04	.	.	0.137	"Vsc,Vs*Wtime"	Japan				
367	SSI04ABfPL	AggBeh	.	302	0.062		6.21E-02		0.057831493					"Shibuya, A., Sakamoto, A., Ihori, N., Yukawa, S. (2004). Media bouryoku heno sesshoku, sesshoku kankyo ga kougekisei ni oyobosu choukiteki eikyou: Shougakusei heno paneru chosa [The long-term effects of media violence and its situational variables on aggression: A panel study to elementary school children]. Proceeding of the 45th convention of the Japanese Society of Social Psychology, pp. 248-249."	LT1s	n	1	F	y		Child	East	LongPs	LongPs					0.062		Japan				
370	SSI04ABmPL	AggBeh	.	289	0.081		8.12E-02		5.91E-02					"Shibuya, A., Sakamoto, A., Ihori, N., Yukawa, S. (2004). Media bouryoku heno sesshoku, sesshoku kankyo ga kougekisei ni oyobosu choukiteki eikyou: Shougakusei heno paneru chosa [The long-term effects of media violence and its situational variables on aggression: A panel study to elementary school children]. Proceeding of the 45th convention of the Japanese Society of Social Psychology, pp. 248-249."	LT1s	n	1	M	y		Child	East	LongPs	LongPs					0.081		Japan				
